row_number,transction_year,transction_month,listing_province_name_th,listing_province_name_en,listing_district_name_th,listing_district_name_en,project_propertytype_name_th,project_propertytype_name_en,volume_of_rental
790,2020,10,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,283
1003,2020,4,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,22
107,2021,9,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,120
390,2020,6,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,21
1326,2021,3,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,16
86,2020,12,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,38
514,2021,10,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คอนโด,Condo,124
364,2021,10,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,17
161,2019,5,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,11
605,2019,8,กรุงเทพมหานคร,BANGKOK,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,11
489,2021,3,ปทุมธานี,PATHUM THANI,ลำลูกกา,LAM LUK KA,คอนโด,Condo,15
699,2021,4,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,1272
403,2020,10,กรุงเทพมหานคร,BANGKOK,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,23
1255,2019,5,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,คอนโด,Condo,100
705,2021,1,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,29
1155,2020,3,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,137
463,2021,11,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,24
42,2021,7,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,25
556,2021,6,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,549
351,2020,12,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,239
1106,2021,8,ปทุมธานี,PATHUM THANI,คลองหลวง,KHLONG LUANG,คอนโด,Condo,46
904,2021,2,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,1746
148,2021,3,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,63
386,2019,8,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,16
393,2021,5,กรุงเทพมหานคร,BANGKOK,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,15
1529,2021,11,กรุงเทพมหานคร,BANGKOK,คันนายาว,KHAN NA YAO,ทาวน์โฮม,Townhome,12
167,2020,1,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คอนโด,Condo,57
102,2021,2,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,11
262,2021,6,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,123
1317,2021,9,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,215
1271,2022,1,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,24
591,2020,9,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,143
1026,2020,11,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,84
421,2020,9,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,109
667,2019,4,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,14
916,2019,5,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,70
1039,2019,10,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,656
1220,2021,2,นนทบุรี,NONTHABURI,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,24
1523,2021,7,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,ทาวน์โฮม,Townhome,11
524,2019,7,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,คอนโด,Condo,114
901,2019,12,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,218
795,2020,11,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,25
925,2021,5,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,19
1198,2021,10,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,306
55,2021,9,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,21
1157,2021,11,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,42
1477,2022,1,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,87
467,2019,8,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,74
395,2019,6,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,40
1112,2021,6,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,516
711,2019,9,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,23
1330,2019,4,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,273
73,2020,2,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,14
1430,2019,11,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,91
689,2020,10,กรุงเทพมหานคร,BANGKOK,มีนบุรี,MIN BURI,คอนโด,Condo,19
267,2020,4,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,106
1091,2021,4,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,14
163,2022,1,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,90
217,2021,2,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,24
196,2021,8,กรุงเทพมหานคร,BANGKOK,บางขุนเทียน,BANG KHUN THIAN,คอนโด,Condo,12
606,2019,11,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,179
1420,2019,4,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,30
435,2021,4,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,280
861,2019,6,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,33
816,2020,9,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,46
1405,2021,4,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,354
530,2021,10,ปทุมธานี,PATHUM THANI,ลำลูกกา,LAM LUK KA,คอนโด,Condo,11
742,2020,5,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,38
1484,2019,11,กรุงเทพมหานคร,BANGKOK,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,45
438,2019,10,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,135
1071,2021,3,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,184
604,2020,9,ปทุมธานี,PATHUM THANI,เมืองปทุมธานี,MUEANG PATHUM THANI,คอนโด,Condo,13
334,2019,8,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,คอนโด,Condo,66
249,2019,5,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,19
958,2021,6,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,22
1182,2020,3,ปทุมธานี,PATHUM THANI,คลองหลวง,KHLONG LUANG,คอนโด,Condo,11
691,2019,3,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,22
1347,2021,12,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,39
6,2021,8,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,115
503,2019,6,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,41
669,2019,3,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,42
367,2021,10,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,13
731,2021,8,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,44
432,2020,12,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,558
498,2021,1,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,151
247,2019,12,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,87
680,2021,3,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,261
1416,2022,1,ปทุมธานี,PATHUM THANI,ลำลูกกา,LAM LUK KA,คอนโด,Condo,16
752,2020,6,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,32
1262,2021,2,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,784
1,2019,4,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,17
1201,2021,11,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,24
475,2021,3,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,381
1396,2021,3,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,38
1188,2019,1,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,31
337,2020,9,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,235
655,2020,8,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,261
1456,2020,6,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,21
963,2020,4,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,70
278,2020,5,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,53
878,2020,4,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,12
130,2021,11,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,406
1512,2021,10,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,20
703,2020,7,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,26
74,2021,4,สมุทรปราการ,SAMUT PRAKAN,พระประแดง,PHRA PRADAENG,คอนโด,Condo,15
380,2021,3,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,56
940,2021,8,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,22
21,2022,1,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,244
818,2020,1,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,27
301,2019,6,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,19
295,2021,10,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,70
673,2021,6,สมุทรปราการ,SAMUT PRAKAN,พระประแดง,PHRA PRADAENG,คอนโด,Condo,24
1472,2019,11,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,คอนโด,Condo,1037
166,2019,12,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,คอนโด,Condo,11
808,2020,1,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,11
843,2021,11,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,2105
548,2019,10,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,54
1289,2021,12,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,16
30,2021,5,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,752
1538,2021,8,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,12
672,2021,10,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,17
220,2019,10,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,739
12,2021,5,นครปฐม,NAKHON PATHOM,พุทธมณฑล,PHUTTHAMONTHON,คอนโด,Condo,14
536,2021,7,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,25
1412,2020,3,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,25
482,2021,3,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,คอนโด,Condo,67
424,2021,7,กรุงเทพมหานคร,BANGKOK,พระโขนง,PHRA KHANONG,คอนโด,Condo,407
576,2022,1,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,คอนโด,Condo,101
304,2019,1,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,64
1328,2019,7,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,21
1351,2019,2,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,37
1478,2019,3,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,108
1339,2020,12,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,38
1346,2021,1,นนทบุรี,NONTHABURI,บางใหญ่,BANG YAI,คอนโด,Condo,22
391,2021,8,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,112
529,2021,9,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,คอนโด,Condo,212
799,2021,10,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,146
371,2020,5,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,26
934,2019,3,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,164
400,2020,7,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,21
181,2020,9,กรุงเทพมหานคร,BANGKOK,ดอนเมือง,DON MUEANG,คอนโด,Condo,21
198,2021,1,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,306
1153,2021,1,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,206
1191,2019,4,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,148
1402,2019,2,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,37
571,2019,12,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,104
1102,2020,7,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,266
515,2020,8,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,494
18,2021,3,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,200
641,2019,5,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,25
15,2021,10,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,79
1263,2019,7,นนทบุรี,NONTHABURI,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,11
996,2021,8,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,124
1417,2019,5,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,14
387,2020,8,สมุทรปราการ,SAMUT PRAKAN,บางบ่อ,BANG BO,คอนโด,Condo,16
1056,2019,2,สมุทรปราการ,SAMUT PRAKAN,บางพลี,BANG PHLI,คอนโด,Condo,13
616,2021,3,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,30
85,2019,4,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,69
1540,2021,9,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,21
183,2019,5,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,283
1100,2021,5,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,คอนโด,Condo,47
121,2019,7,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,27
636,2019,6,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,31
1210,2020,7,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,201
561,2020,9,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,27
272,2020,7,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,35
775,2022,1,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,23
260,2021,8,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,809
967,2019,1,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,45
419,2020,9,ปทุมธานี,PATHUM THANI,คลองหลวง,KHLONG LUANG,คอนโด,Condo,19
1111,2021,2,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,52
1257,2021,11,สมุทรปราการ,SAMUT PRAKAN,บางเสาธง,BANG SAO THONG,คอนโด,Condo,15
1187,2020,3,กรุงเทพมหานคร,BANGKOK,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,21
1489,2019,2,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,61
104,2021,10,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,58
1006,2020,10,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,69
1061,2021,5,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,454
129,2021,9,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,1930
290,2020,9,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,30
586,2021,9,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,49
1161,2019,2,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,35
1197,2021,12,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,62
931,2020,12,ปทุมธานี,PATHUM THANI,คลองหลวง,KHLONG LUANG,คอนโด,Condo,19
1429,2020,12,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,271
1048,2019,6,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,20
1004,2021,2,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,30
1280,2020,6,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,57
1297,2021,2,กรุงเทพมหานคร,BANGKOK,จอมทอง,CHOM THONG,คอนโด,Condo,15
998,2020,2,นนทบุรี,NONTHABURI,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,50
173,2020,4,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,79
338,2021,5,กรุงเทพมหานคร,BANGKOK,บางเขน,BANG KHEN,คอนโด,Condo,48
365,2021,10,กรุงเทพมหานคร,BANGKOK,บางแค,BANG KHAE,คอนโด,Condo,12
423,2019,11,กรุงเทพมหานคร,BANGKOK,มีนบุรี,MIN BURI,คอนโด,Condo,25
1017,2021,12,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,1613
360,2020,6,สมุทรปราการ,SAMUT PRAKAN,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,91
1236,2021,8,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,474
17,2019,2,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,136
994,2019,9,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,29
1231,2021,8,ปทุมธานี,PATHUM THANI,ธัญบุรี,THANYABURI,คอนโด,Condo,19
552,2020,12,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,27
13,2021,9,กรุงเทพมหานคร,BANGKOK,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,21
106,2021,8,กรุงเทพมหานคร,BANGKOK,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,17
929,2021,11,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,102
1147,2020,2,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,237
986,2021,10,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,503
269,2020,11,กรุงเทพมหานคร,BANGKOK,สายไหม,SAI MAI,คอนโด,Condo,15
58,2021,8,นนทบุรี,NONTHABURI,บางใหญ่,BANG YAI,คอนโด,Condo,29
519,2019,5,กรุงเทพมหานคร,BANGKOK,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,14
811,2020,3,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,คอนโด,Condo,28
39,2020,9,กรุงเทพมหานคร,BANGKOK,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,52
1491,2019,8,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,222
1108,2020,10,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,24
919,2022,1,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,คอนโด,Condo,46
1219,2020,1,กรุงเทพมหานคร,BANGKOK,พญาไท,PHAYA THAI,คอนโด,Condo,30
1012,2021,8,กรุงเทพมหานคร,BANGKOK,บางนา,BANG NA,คอนโด,Condo,247
877,2021,7,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,801
598,2019,4,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,39
632,2021,4,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,คอนโด,Condo,102
1275,2019,8,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,21
964,2019,7,กรุงเทพมหานคร,BANGKOK,บางกะปิ,BANG KAPI,คอนโด,Condo,98
727,2019,1,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,คอนโด,Condo,15
1239,2021,1,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,27
1057,2020,6,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,คอนโด,Condo,76
1309,2021,11,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คอนโด,Condo,1621
1483,2021,11,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,คอนโด,Condo,239
810,2020,4,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,คอนโด,Condo,66
1286,2020,10,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,57
108,2019,10,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คอนโด,Condo,1309
700,2019,5,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,คอนโด,Condo,40
697,2021,2,สมุทรปราการ,SAMUT PRAKAN,บางบ่อ,BANG BO,คอนโด,Condo,17
478,2019,3,กรุงเทพมหานคร,BANGKOK,คลองสาน,KHLONG SAN,คอนโด,Condo,35
1541,2022,1,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,ทาวน์โฮม,Townhome,15
1169,2019,8,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,คอนโด,Condo,188
1413,2020,9,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,11
437,2022,1,กรุงเทพมหานคร,BANGKOK,บึงกุ่ม,BUENG KUM,คอนโด,Condo,29
418,2020,12,กรุงเทพมหานคร,BANGKOK,สวนหลวง,PHATTHANAKAN,คอนโด,Condo,64
377,2020,5,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,คอนโด,Condo,104
959,2019,11,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,2389
765,2020,3,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,คอนโด,Condo,80
476,2019,1,กรุงเทพมหานคร,BANGKOK,ธนบุรี,THON BURI,คอนโด,Condo,45
837,2021,11,กรุงเทพมหานคร,BANGKOK,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,54
522,2019,4,กรุงเทพมหานคร,BANGKOK,บางซื่อ,BANG SUE,คอนโด,Condo,51
96,2020,8,กรุงเทพมหานคร,BANGKOK,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,759
1142,2019,11,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,63
993,2020,8,กรุงเทพมหานคร,BANGKOK,ยานนาวา,YAN NAWA,คอนโด,Condo,119
381,2020,8,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,49
160,2021,6,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,22
676,2020,11,กรุงเทพมหานคร,BANGKOK,คันนายาว,KHAN NA YAO,คอนโด,Condo,11
