row_number,transction_year,transction_month,province_name_th,province_name_en,district_name_th,district_name_en,propertytype_name_th,propertytype_name_en,volume_of_project,interest
3384,2020,3,สมุทรปราการ,Samut Prakan,บางบ่อ,BANG BO,อาคารพาณิชย์,Commercial,61,751
1546,2021,5,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,โฮมออฟฟิศ,Home office,17,21
1514,2019,6,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,334,3439
189,2020,9,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,คอนโด,Condo,13,27
3038,2017,12,กรุงเทพมหานคร,Bangkok,หนองจอก,NONG CHOK,อาคารพาณิชย์,Commercial,136,673
1389,2022,1,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,4,30
3260,2017,1,นครปฐม,Nakhon Pathom,กำแพงแสน,KAMPHAENG SAEN,ทาวน์โฮม,Townhome,246,3513
976,2020,7,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,82,832
2769,2017,3,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,อาคารพาณิชย์,Commercial,84,225
1686,2019,3,กรุงเทพมหานคร,Bangkok,ราชเทวี,RATCHATHEWI,คอนโด,Condo,53,136
509,2019,7,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,125,271
2710,2021,12,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,คอนโด,Condo,4,45
688,2017,7,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,บ้าน,Detached House,337,3003
1345,2017,7,กรุงเทพมหานคร,Bangkok,ราษฎร์บูรณะ,RAT BURANA,ทาวน์โฮม,Townhome,291,2123
2647,2018,6,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,ทาวน์โฮม,Townhome,501,6473
1364,2021,10,กรุงเทพมหานคร,Bangkok,คลองเตย,KHLONG TOEI,คอนโด,Condo,4,12
2204,2017,7,สมุทรปราการ,Samut Prakan,บางเสาธง,BANG SAO THONG,บ้าน,Detached House,1155,10509
2548,2020,11,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,บ้านแฝด,Twin house,68,1073
2549,2017,11,กรุงเทพมหานคร,Bangkok,มีนบุรี,MIN BURI,ทาวน์โฮม,Townhome,203,1809
3169,2017,3,นนทบุรี,Nonthaburi,ไทรน้อย,SAI NOI,ทาวน์โฮม,Townhome,1281,17516
2815,2017,5,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,ทาวน์โฮม,Townhome,477,5550
184,2016,12,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,ทาวน์โฮม,Townhome,200,2511
1040,2017,8,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,ทาวน์โฮม,Townhome,246,2610
3199,2017,8,กรุงเทพมหานคร,Bangkok,ยานนาวา,YAN NAWA,คอนโด,Condo,319,1923
692,2019,7,กรุงเทพมหานคร,Bangkok,หนองแขม,NONG KHAEM,ทาวน์โฮม,Townhome,172,488
2155,2017,12,กรุงเทพมหานคร,Bangkok,พญาไท,PHAYA THAI,คอนโด,Condo,96,492
105,2020,11,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,คอนโด,Condo,32,83
2378,2017,12,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,บ้าน,Detached House,423,3474
1624,2017,2,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,62,1448
3027,2017,7,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,บ้าน,Detached House,953,7902
3201,2016,12,กรุงเทพมหานคร,Bangkok,บางรัก,BANG RAK,คอนโด,Condo,76,203
1648,2017,12,กรุงเทพมหานคร,Bangkok,หนองแขม,NONG KHAEM,ทาวน์โฮม,Townhome,336,2616
834,2019,8,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,คอนโด,Condo,149,415
877,2020,5,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,ทาวน์โฮม,Townhome,65,217
2036,2018,5,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้าน,Detached House,167,1339
1789,2020,11,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,23,268
590,2020,11,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,บ้าน,Detached House,34,866
2272,2018,5,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้าน,Detached House,300,3648
2922,2017,11,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,ทาวน์โฮม,Townhome,209,2291
472,2017,8,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,บ้าน,Detached House,41,109
1374,2016,12,กรุงเทพมหานคร,Bangkok,ตลิ่งชัน,TALING CHAN,คอนโด,Condo,67,311
3020,2019,7,นครปฐม,Nakhon Pathom,เมืองนครปฐม,MUEANG NAKHON PATHOM,บ้าน,Detached House,58,427
1427,2019,1,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,150,418
1098,2021,11,กรุงเทพมหานคร,Bangkok,ดอนเมือง,DON MUEANG,โฮมออฟฟิศ,Home office,9,41
1512,2017,1,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,ทาวน์โฮม,Townhome,320,4528
604,2018,1,กรุงเทพมหานคร,Bangkok,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,91,335
1911,2021,12,กรุงเทพมหานคร,Bangkok,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,9,21
1774,2017,3,กรุงเทพมหานคร,Bangkok,ราษฎร์บูรณะ,RAT BURANA,ทาวน์โฮม,Townhome,328,1669
1462,2017,7,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,บ้าน,Detached House,844,5069
2410,2021,5,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,บ้าน,Detached House,15,55
3375,2017,5,สมุทรปราการ,Samut Prakan,บางเสาธง,BANG SAO THONG,คอนโด,Condo,1019,24448
1901,2018,5,กรุงเทพมหานคร,Bangkok,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,84,332
2292,2020,8,กรุงเทพมหานคร,Bangkok,ทุ่งครุ,THUNG KHRU,ทาวน์โฮม,Townhome,55,321
340,2019,5,กรุงเทพมหานคร,Bangkok,คลองสาน,KHLONG SAN,คอนโด,Condo,73,123
808,2017,2,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,คอนโด,Condo,889,8028
204,2017,7,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,บ้านแฝด,Twin house,696,6694
2825,2019,5,กรุงเทพมหานคร,Bangkok,บางพลัด,BANG PHLAT,คอนโด,Condo,43,212
2362,2017,2,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,บ้าน,Detached House,340,2381
261,2020,4,สมุทรปราการ,Samut Prakan,พระประแดง,PHRA PRADAENG,คอนโด,Condo,52,257
1148,2017,3,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,55,435
1208,2016,11,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,ทาวน์โฮม,Townhome,152,845
546,2019,8,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,คอนโด,Condo,68,499
463,2017,5,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,คอนโด,Condo,568,4853
2346,2017,1,นครปฐม,Nakhon Pathom,เมืองนครปฐม,MUEANG NAKHON PATHOM,ทาวน์โฮม,Townhome,846,10110
520,2017,3,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,ทาวน์โฮม,Townhome,201,2367
600,2019,10,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,อาคารพาณิชย์,Commercial,48,110
1476,2017,7,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,ทาวน์โฮม,Townhome,2255,15320
459,2019,1,กรุงเทพมหานคร,Bangkok,พญาไท,PHAYA THAI,คอนโด,Condo,127,527
1810,2021,12,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,บ้าน,Detached House,5,27
2918,2017,12,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,อาคารพาณิชย์,Commercial,172,1667
667,2017,8,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,คอนโด,Condo,175,6882
120,2019,1,กรุงเทพมหานคร,Bangkok,บางกอกใหญ่,BANGKOK YAI,คอนโด,Condo,128,998
3065,2020,5,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,คอนโด,Condo,19,36
2713,2020,1,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,โฮมออฟฟิศ,Home office,80,596
3254,2021,5,กรุงเทพมหานคร,Bangkok,มีนบุรี,MIN BURI,ทาวน์โฮม,Townhome,16,109
1768,2017,5,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,ทาวน์โฮม,Townhome,136,1265
695,2020,7,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้าน,Detached House,61,392
1666,2018,1,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,บ้าน,Detached House,90,350
1804,2018,1,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,บ้านแฝด,Twin house,90,350
1494,2016,12,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้าน,Detached House,378,2515
2229,2018,11,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,ทาวน์โฮม,Townhome,198,2181
3141,2019,9,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,58,881
2,2017,3,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,ทาวน์โฮม,Townhome,410,6953
668,2020,1,กรุงเทพมหานคร,Bangkok,คลองสาน,KHLONG SAN,คอนโด,Condo,94,240
294,2019,5,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,คอนโด,Condo,131,356
2896,2021,8,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,11,33
944,2019,7,กรุงเทพมหานคร,Bangkok,จอมทอง,CHOM THONG,บ้าน,Detached House,77,743
3282,2017,2,กรุงเทพมหานคร,Bangkok,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,41,110
1231,2016,11,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,สำนักงาน,Office Space,119,524
2928,2017,3,กรุงเทพมหานคร,Bangkok,หนองแขม,NONG KHAEM,บ้าน,Detached House,179,982
2316,2020,2,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,คอนโด,Condo,181,534
1579,2021,7,กรุงเทพมหานคร,Bangkok,ดอนเมือง,DON MUEANG,คอนโด,Condo,6,17
1940,2020,11,กรุงเทพมหานคร,Bangkok,หลักสี่,LAK SI,บ้าน,Detached House,23,84
1308,2017,8,กรุงเทพมหานคร,Bangkok,สาทร,SATHON,คอนโด,Condo,456,1874
652,2020,11,กรุงเทพมหานคร,Bangkok,บางบอน,BANG BON,ทาวน์โฮม,Townhome,24,242
1857,2017,5,สมุทรปราการ,Samut Prakan,บางบ่อ,BANG BO,คอนโด,Condo,210,1280
2951,2019,7,กรุงเทพมหานคร,Bangkok,มีนบุรี,MIN BURI,คอนโด,Condo,40,79
325,2017,7,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,บ้านแฝด,Twin house,103,578
1072,2017,4,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,อาคารพาณิชย์,Commercial,218,1831
2616,2019,8,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,บ้าน,Detached House,283,2215
593,2021,12,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,ทาวน์โฮม,Townhome,6,68
2226,2021,3,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,ทาวน์โฮม,Townhome,27,380
2686,2017,1,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,คอนโด,Condo,127,554
2854,2017,2,สมุทรปราการ,Samut Prakan,พระประแดง,PHRA PRADAENG,ทาวน์โฮม,Townhome,553,8709
658,2017,8,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,ทาวน์โฮม,Townhome,358,1698
1638,2021,3,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,บ้าน,Detached House,23,1082
1788,2019,6,กรุงเทพมหานคร,Bangkok,หนองจอก,NONG CHOK,บ้านแฝด,Twin house,47,228
2035,2021,7,กรุงเทพมหานคร,Bangkok,ดอนเมือง,DON MUEANG,บ้าน,Detached House,10,42
2278,2017,6,กรุงเทพมหานคร,Bangkok,ดินแดง,DIN DAENG,คอนโด,Condo,271,738
2152,2019,12,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,คอนโด,Condo,68,1089
1799,2019,5,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,บ้าน,Detached House,285,2008
1442,2017,6,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,ทาวน์โฮม,Townhome,302,3799
1030,2019,8,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,ทาวน์โฮม,Townhome,341,2588
1299,2020,5,กรุงเทพมหานคร,Bangkok,สะพานสูง,SAPHAN SUNG,บ้าน,Detached House,12,28
2640,2017,7,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,อาคารพาณิชย์,Commercial,573,4755
1079,2021,9,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,ทาวน์โฮม,Townhome,8,10
